Sample:float;Data:float;Data2:float
"0.0";"2046.0";"1596.0"
"0.06510416666666667";"2046.0";"1568.0"
"0.13020833333333334";"2046.0";"1572.0"
"0.1953125";"2047.0";"1559.0"
"0.2604166666666667";"2046.0";"1552.0"
"0.32552083333333337";"2046.0";"1543.0"
"0.390625";"2046.0";"1536.0"
"0.4557291666666667";"2046.0";"1526.0"
"0.5208333333333334";"2045.0";"1532.0"
"0.5859375";"2046.0";"1520.0"
"0.6510416666666667";"2046.0";"1510.0"
"0.7161458333333334";"2047.0";"1511.0"
"0.78125";"2047.0";"1507.0"
"0.8463541666666667";"2046.0";"1500.0"
"0.9114583333333334";"2045.0";"1497.0"
"0.9765625000000001";"2047.0";"1491.0"
"1.0416666666666667";"2045.0";"1502.0"
"1.1067708333333335";"2046.0";"1473.0"
"1.171875";"2047.0";"1482.0"
"1.2369791666666667";"2047.0";"1466.0"
"1.3020833333333335";"2047.0";"1470.0"
"1.3671875";"2052.0";"1466.0"
"1.4322916666666667";"2079.0";"1470.0"
"1.4973958333333335";"2107.0";"1468.0"
"1.5625";"2124.0";"1474.0"
"1.6276041666666667";"2138.0";"1469.0"
"1.6927083333333335";"2143.0";"1466.0"
"1.7578125000000002";"2147.0";"1459.0"
"1.8229166666666667";"2145.0";"1466.0"
"1.8880208333333335";"2147.0";"1450.0"
"1.9531250000000002";"2147.0";"1466.0"
"2.018229166666667";"2144.0";"1461.0"
"2.0833333333333335";"2137.0";"1466.0"
"2.1484375";"2129.0";"1468.0"
"2.213541666666667";"2121.0";"1476.0"
"2.2786458333333335";"2115.0";"1479.0"
"2.34375";"2111.0";"1483.0"
"2.408854166666667";"2110.0";"1479.0"
"2.4739583333333335";"2105.0";"1495.0"
"2.5390625";"2100.0";"1503.0"
"2.604166666666667";"2094.0";"1506.0"
"2.6692708333333335";"2088.0";"1515.0"
"2.734375";"2084.0";"1522.0"
"2.799479166666667";"2080.0";"1530.0"
"2.8645833333333335";"2077.0";"1533.0"
"2.9296875";"2077.0";"1543.0"
"2.994791666666667";"2074.0";"1549.0"
"3.0598958333333335";"2073.0";"1558.0"
"3.125";"2073.0";"1566.0"
"3.190104166666667";"2071.0";"1575.0"
"3.2552083333333335";"2069.0";"1581.0"
"3.3203125000000004";"2067.0";"1587.0"
"3.385416666666667";"2067.0";"1593.0"
"3.4505208333333335";"2067.0";"1609.0"
"3.5156250000000004";"2066.0";"1612.0"
"3.580729166666667";"2066.0";"1615.0"
"3.6458333333333335";"2065.0";"1624.0"
"3.7109375000000004";"2064.0";"1630.0"
"3.776041666666667";"2064.0";"1636.0"
"3.8411458333333335";"2061.0";"1645.0"
"3.9062500000000004";"2061.0";"1652.0"
"3.971354166666667";"2062.0";"1657.0"
"4.036458333333334";"2060.0";"1664.0"
"4.1015625";"2059.0";"1673.0"
"4.166666666666667";"2057.0";"1663.0"
"4.231770833333334";"2051.0";"1690.0"
"4.296875";"2047.0";"1698.0"
"4.361979166666667";"2047.0";"1695.0"
"4.427083333333334";"2048.0";"1716.0"
"4.4921875";"2047.0";"1727.0"
"4.557291666666667";"2047.0";"1740.0"
"4.622395833333334";"2046.0";"1755.0"
"4.6875";"2046.0";"1767.0"
"4.752604166666667";"2047.0";"1780.0"
"4.817708333333334";"2048.0";"1793.0"
"4.8828125";"2046.0";"1811.0"
"4.947916666666667";"2047.0";"1819.0"
"5.013020833333334";"2046.0";"1840.0"
"5.078125";"2046.0";"1840.0"
"5.143229166666667";"2046.0";"1854.0"
"5.208333333333334";"2045.0";"1883.0"
"5.2734375";"2046.0";"1887.0"
"5.338541666666667";"2046.0";"1902.0"
"5.403645833333334";"2047.0";"1917.0"
"5.46875";"2047.0";"1930.0"
"5.533854166666667";"2047.0";"1943.0"
"5.598958333333334";"2046.0";"1958.0"
"5.6640625";"2046.0";"1974.0"
"5.729166666666667";"2046.0";"1987.0"
"5.794270833333334";"2046.0";"2012.0"
"5.859375";"2047.0";"2014.0"
"5.924479166666667";"2047.0";"2019.0"
"5.989583333333334";"2046.0";"2047.0"
"6.0546875";"2046.0";"2062.0"
"6.119791666666667";"2047.0";"2077.0"
"6.184895833333334";"2047.0";"2091.0"
"6.25";"2046.0";"2106.0"
"6.315104166666667";"2046.0";"2120.0"
"6.380208333333334";"2046.0";"2133.0"
"6.445312500000001";"2047.0";"2148.0"
"6.510416666666667";"2047.0";"2160.0"
"6.575520833333334";"2047.0";"2168.0"
"6.640625000000001";"2046.0";"2188.0"
"6.705729166666667";"2046.0";"2202.0"
"6.770833333333334";"2048.0";"2215.0"
"6.835937500000001";"2047.0";"2227.0"
"6.901041666666667";"2048.0";"2247.0"
"6.966145833333334";"2046.0";"2253.0"
"7.031250000000001";"2045.0";"2266.0"
"7.096354166666667";"2046.0";"2282.0"
"7.161458333333334";"2047.0";"2292.0"
"7.226562500000001";"2047.0";"2302.0"
"7.291666666666667";"2046.0";"2317.0"
"7.356770833333334";"2047.0";"2332.0"
"7.421875000000001";"2046.0";"2339.0"
"7.486979166666667";"2047.0";"2336.0"
"7.552083333333334";"2046.0";"2362.0"
"7.617187500000001";"2047.0";"2364.0"
"7.682291666666667";"2047.0";"2382.0"
"7.747395833333334";"2046.0";"2383.0"
"7.812500000000001";"2046.0";"2392.0"
"7.877604166666667";"2046.0";"2402.0"
"7.942708333333334";"2045.0";"2408.0"
"8.0078125";"2045.0";"2409.0"
"8.072916666666668";"2045.0";"2424.0"
"8.138020833333334";"2047.0";"2417.0"
"8.203125";"2045.0";"2436.0"
"8.268229166666668";"2047.0";"2439.0"
"8.333333333333334";"2046.0";"2445.0"
"8.3984375";"2047.0";"2455.0"
"8.463541666666668";"2046.0";"2465.0"
"8.528645833333334";"2046.0";"2474.0"
"8.59375";"2047.0";"2478.0"
"8.658854166666668";"2046.0";"2483.0"
"8.723958333333334";"2047.0";"2494.0"
"8.7890625";"2046.0";"2500.0"
"8.854166666666668";"2046.0";"2506.0"
"8.919270833333334";"2047.0";"2503.0"
"8.984375";"2044.0";"2527.0"
"9.049479166666668";"2046.0";"2514.0"
"9.114583333333334";"2046.0";"2519.0"
"9.1796875";"2046.0";"2528.0"
"9.244791666666668";"2046.0";"2533.0"
"9.309895833333334";"2046.0";"2538.0"
"9.375";"2046.0";"2544.0"
"9.440104166666668";"2044.0";"2550.0"
"9.505208333333334";"2047.0";"2561.0"
"9.5703125";"2047.0";"2556.0"
"9.635416666666668";"2048.0";"2555.0"
"9.700520833333334";"2041.0";"2563.0"
"9.765625";"2014.0";"2563.0"
"9.830729166666668";"1987.0";"2556.0"
"9.895833333333334";"1969.0";"2562.0"
"9.9609375";"1955.0";"2571.0"
"10.026041666666668";"1950.0";"2567.0"
"10.091145833333334";"1947.0";"2567.0"
"10.15625";"1946.0";"2568.0"
"10.221354166666668";"1944.0";"2568.0"
"10.286458333333334";"1944.0";"2569.0"
"10.3515625";"1947.0";"2569.0"
"10.416666666666668";"1956.0";"2564.0"
"10.481770833333334";"1965.0";"2554.0"
"10.546875";"1973.0";"2555.0"
"10.611979166666668";"1980.0";"2552.0"
"10.677083333333334";"1982.0";"2549.0"
"10.7421875";"1984.0";"2543.0"
"10.807291666666668";"1987.0";"2537.0"
"10.872395833333334";"1992.0";"2532.0"
"10.9375";"1997.0";"2525.0"
"11.002604166666668";"2004.0";"2517.0"
"11.067708333333334";"2009.0";"2511.0"
"11.1328125";"2011.0";"2507.0"
"11.197916666666668";"2014.0";"2491.0"
"11.263020833333334";"2014.0";"2500.0"
"11.328125";"2017.0";"2473.0"
"11.393229166666668";"2018.0";"2474.0"
"11.458333333333334";"2019.0";"2467.0"
"11.5234375";"2020.0";"2459.0"
"11.588541666666668";"2022.0";"2453.0"
"11.653645833333334";"2025.0";"2445.0"
"11.71875";"2025.0";"2438.0"
"11.783854166666668";"2025.0";"2431.0"
"11.848958333333334";"2026.0";"2423.0"
"11.9140625";"2027.0";"2417.0"
"11.979166666666668";"2029.0";"2404.0"
"12.044270833333334";"2028.0";"2408.0"
"12.109375";"2028.0";"2372.0"
"12.174479166666668";"2028.0";"2399.0"
"12.239583333333334";"2030.0";"2381.0"
"12.3046875";"2031.0";"2374.0"
"12.369791666666668";"2033.0";"2369.0"
"12.434895833333334";"2034.0";"2361.0"
"12.5";"2037.0";"2353.0"
"12.565104166666668";"2040.0";"2347.0"
"12.630208333333334";"2040.0";"2328.0"
"12.695312500000002";"2046.0";"2328.0"
"12.760416666666668";"2044.0";"2312.0"
"12.825520833333334";"2044.0";"2310.0"
"12.890625000000002";"2046.0";"2273.0"
"12.955729166666668";"2047.0";"2274.0"
"13.020833333333334";"2045.0";"2274.0"
"13.085937500000002";"2046.0";"2251.0"
"13.151041666666668";"2046.0";"2237.0"
"13.216145833333334";"2045.0";"2223.0"
"13.281250000000002";"2046.0";"2211.0"
"13.346354166666668";"2046.0";"2196.0"
"13.411458333333334";"2047.0";"2179.0"
"13.476562500000002";"2047.0";"2177.0"
"13.541666666666668";"2046.0";"2150.0"
"13.606770833333334";"2045.0";"2144.0"
"13.671875000000002";"2047.0";"2129.0"
"13.736979166666668";"2046.0";"2117.0"
"13.802083333333334";"2047.0";"2104.0"
"13.867187500000002";"2046.0";"2094.0"
"13.932291666666668";"2045.0";"2074.0"
"13.997395833333334";"2047.0";"2057.0"
"14.062500000000002";"2046.0";"2048.0"
"14.127604166666668";"2046.0";"2029.0"
"14.192708333333334";"2046.0";"2014.0"
"14.257812500000002";"2045.0";"1998.0"
"14.322916666666668";"2047.0";"1983.0"
"14.388020833333334";"2046.0";"1963.0"
"14.453125000000002";"2047.0";"1955.0"
"14.518229166666668";"2046.0";"1933.0"
"14.583333333333334";"2045.0";"1927.0"
"14.648437500000002";"2046.0";"1913.0"
"14.713541666666668";"2047.0";"1897.0"
"14.778645833333334";"2046.0";"1884.0"
"14.843750000000002";"2046.0";"1875.0"
"14.908854166666668";"2046.0";"1855.0"
"14.973958333333334";"2045.0";"1843.0"
"15.039062500000002";"2047.0";"1824.0"
